Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Years_of_Operation,Item_Fat_Content_Low Fat,Item_Fat_Content_Not Applicable,Item_Fat_Content_Regular,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Broad_Drink,Item_Type_Broad_Food,Item_Type_Broad_Non-Consumable
FDE50,19.7,0.016202582,188.2556,2004,1.0,2,3379.6008,20,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDT02,12.6,0.024190156,34.4874,2004,1.0,2,494.0236,20,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDI34,10.65,0.085308611,230.2668,2002,,2,5759.17,22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDO15,16.75,0.008564925,73.2038,2004,1.0,2,1404.1722,20,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
DRI39,13.8,0.097457483,55.393,2009,2.0,1,1018.674,15,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
NCO14,9.6,0.029619203,43.6086,1987,3.0,1,624.5204,37,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
NCN19,13.1,0.0,189.253,1997,1.0,3,1518.024,27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
DRJ25,14.6,0.150872868,47.5692,2002,,2,1379.5376,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
FDE10,6.67,0.09031453,130.5626,2009,2.0,1,1180.4634,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDQ08,15.7,0.018930352,59.4536,1997,1.0,3,857.5504,27,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
NCQ43,17.75,0.111209003,107.7912,1987,3.0,1,982.7208,37,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDY57,20.2,0.121153331,97.3752,1987,3.0,1,958.752,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDQ34,10.85,0.163160327,107.4622,2007,,2,1693.7952,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
NCG19,20.25,0.148163564,232.7616,1999,2.0,3,1874.8928,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
FDI33,,0.028281197,90.2146,1985,2.0,1,3648.584,39,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDW27,5.86,0.150853308,156.0314,1997,1.0,3,2016.7082,27,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDH04,6.115,0.011437302,92.4488,2007,,2,1358.232,17,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDZ39,19.7,0.018024769,104.499,1997,1.0,3,1031.99,27,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
NCK19,9.8,0.090448534,194.5478,2004,1.0,2,774.9912,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
FDY20,12.5,0.08175276,89.0488,1997,1.0,3,1267.6832,27,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDN39,19.35,0.109667698,166.0816,1998,,1,671.1264,26,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
NCY41,16.75,0.075735621,34.5532,1997,1.0,3,323.5788,27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
NCN14,19.1,0.091917786,182.7608,1997,1.0,3,1837.608,27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
FDR07,21.35,0.130127365,96.2094,1998,,1,190.4188,26,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDW49,19.5,0.082483516,179.2002,1987,3.0,1,2865.6032,37,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDN23,6.575,0.075507758,146.4444,1997,1.0,3,1596.5884,27,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDS33,6.67,0.124126756,88.9514,2007,,2,2125.2336,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDY36,12.3,0.009425158,74.838,1999,2.0,3,1537.998,25,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDH20,16.1,0.024999711,97.841,2002,,2,1255.033,22,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDR15,,0.058545606,155.8314,1985,1.0,3,310.2628,39,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
NCP50,17.35,0.020676141,80.6618,2007,,2,1208.427,17,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDS40,15.35,0.02346559,35.219,1998,,1,36.619,26,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDG38,8.975,0.05272914,86.4224,1997,1.0,3,1022.6688,27,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
NCO18,13.15,0.024630755,178.2686,1987,3.0,1,2666.529,37,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
NCO54,19.5,0.014274292,55.6614,1997,1.0,3,718.3982,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
NCW18,15.1,0.059313603,238.1248,2004,1.0,2,4266.4464,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
FDB36,5.465,0.048518008,132.9626,2004,1.0,2,2360.9268,20,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDJ45,17.75,0.073349552,34.2216,1987,3.0,1,934.7832,37,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDP60,,0.055648052,100.3016,1985,2.0,1,2833.6448,39,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
DRD12,6.96,0.077129323,92.7146,1987,3.0,1,1733.0774,37,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
FDR47,17.85,0.087824967,196.0794,2009,2.0,1,1755.7146,15,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDJ10,5.095,0.130031207,142.4838,2009,2.0,1,561.9352,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
DRC25,5.73,0.045334098,87.0882,1987,3.0,1,1803.6522,37,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
NCW54,7.5,0.096333029,57.8588,1987,3.0,1,1145.176,37,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDA26,7.855,0.073858923,218.6482,1987,3.0,1,3723.8194,37,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
DRF01,5.655,0.175047104,146.9102,2004,1.0,2,1895.5326,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
NCZ17,12.15,0.132952286,37.6506,1998,,1,37.9506,26,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
FDK46,9.6,0.086145867,258.362,1998,,1,259.662,26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
NCU41,18.85,0.0520115,190.3846,1987,3.0,1,3630.6074,37,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDV20,20.2,0.059790095,127.4678,2004,1.0,2,3560.6984,20,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDT15,12.15,0.071440118,182.295,1998,,1,549.285,26,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
DRI25,19.6,0.03395415,56.4614,1999,2.0,3,773.6596,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
FDA40,16.0,0.099271209,88.5856,1997,1.0,3,878.856,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDZ15,,0.020769677,117.5782,1985,2.0,1,2741.0986,39,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDM13,6.425,0.06316338,132.2626,2004,1.0,2,2098.6016,20,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
NCM05,6.825,0.059846975,262.5226,1997,1.0,3,9779.9362,27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
FDD38,,0.014342659,103.7674,1985,1.0,3,203.7348,39,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
DRI01,7.97,0.057667173,172.1422,1998,,1,517.3266,26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
DRG13,17.25,0.037155206,166.4526,1987,3.0,1,3782.4098,37,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
NCT30,9.1,0.080417724,48.8718,1999,2.0,3,425.4462,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
NCG42,19.2,0.041227831,129.831,1997,1.0,3,1947.465,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
FDB14,,0.102226474,91.312,1985,2.0,1,3075.996,39,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDO27,,0.178210285,95.7752,1985,2.0,1,3930.8832,39,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDC14,14.5,0.06904249,41.4454,1998,,1,41.9454,26,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDB49,,0.052791124,98.5384,1985,1.0,3,591.2304,39,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
FDZ23,17.75,0.067607749,188.024,1999,2.0,3,2796.36,25,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDJ52,7.145,0.017887474,160.6578,2007,,2,1765.0358,17,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDJ56,8.985,0.184440421,99.67,2007,,2,3295.71,17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
NCR54,16.35,0.091074449,196.811,2007,,2,3338.987,17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
DRF01,5.655,0.0,147.5102,1997,1.0,3,1166.4816,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
DRK12,9.5,0.041951439,32.49,1999,2.0,3,865.54,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
FDL58,5.78,0.074087369,264.9568,1987,3.0,1,6855.0768,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDD44,8.05,0.0,257.5646,1987,3.0,1,5153.292,37,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDT50,6.75,0.108679906,95.6752,2009,2.0,1,1246.3776,15,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
DRM23,16.6,0.136500981,173.3422,2007,,2,4138.6128,17,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
NCM31,6.095,0.081361288,141.9154,2002,,2,2694.4926,22,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
FDY21,15.1,0.0,197.211,1998,,1,196.411,26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDR22,19.35,0.018591464,112.9544,1999,2.0,3,1342.2528,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
NCV06,11.3,0.066952965,192.0478,2009,2.0,1,3099.9648,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
FDR45,10.8,0.029107004,240.5222,2007,,2,4541.4218,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDH60,19.7,0.0,194.411,1999,2.0,3,5106.686,25,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDR08,,0.065872936,113.1886,1985,1.0,3,111.1886,39,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
FDA47,10.5,0.117149075,164.121,2009,2.0,1,1794.331,15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDS37,7.655,0.031994534,114.3492,1999,2.0,3,1853.5872,25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDF12,8.235,0.08276363,146.5076,2009,2.0,1,1625.8836,15,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDP24,20.6,0.083004078,119.4756,1997,1.0,3,1090.5804,27,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDU20,19.35,0.021490911,122.1098,1999,2.0,3,2892.2352,25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDW44,9.5,0.058835928,170.2448,1998,,1,170.4448,26,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDY39,5.305,0.07871639,183.5608,1998,,1,551.2824,26,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
DRD37,9.8,0.013869809,47.406,2002,,2,978.726,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
FDZ35,9.6,0.022274264,101.699,2004,1.0,2,2992.771,20,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDB50,13.0,0.153618566,79.6986,1997,1.0,3,1480.0734,27,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDY10,17.6,0.049267759,113.0176,2009,2.0,1,2862.94,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDK41,14.3,0.12826315,83.4224,2007,,2,681.7792,17,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDL24,10.3,0.02494708,172.3422,2002,,2,5690.5926,22,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDZ07,15.1,0.157154813,62.2194,1998,,1,185.7582,26,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
DRI03,6.03,0.022832115,176.7028,2007,,2,1416.8224,17,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
FDW56,7.68,0.070900282,192.6162,1997,1.0,3,5580.0698,27,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDR20,20.0,0.028180789,46.8744,2002,,2,905.488,22,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDC50,15.85,0.136497913,96.3094,1997,1.0,3,2856.282,27,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
NCX05,15.2,0.162462044,117.6492,1998,,1,347.5476,26,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
FDU23,12.15,0.0,164.7184,1997,1.0,3,3962.8416,27,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDN45,19.35,0.118080437,222.6088,2004,1.0,2,6040.1376,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDQ51,,0.017466284,45.4718,1985,2.0,1,1323.6104,39,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDH21,,0.031073804,157.5604,1985,2.0,1,5704.5744,39,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
DRZ11,8.85,0.113302223,125.1388,2007,,2,1114.5492,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
NCI43,19.85,0.025968706,49.5376,1997,1.0,3,1006.6896,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
DRF03,19.1,0.045400017,38.8138,2002,,2,690.4346,22,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
NCF30,17.0,0.126958147,125.8362,2007,,2,2516.724,17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDB12,11.15,0.105307659,102.0648,1997,1.0,3,1038.648,27,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDW19,12.35,0.038500421,110.757,1997,1.0,3,1208.427,27,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDB45,20.85,0.02137305,103.3306,2002,,2,522.653,22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDY55,,0.0,255.7988,1985,2.0,1,9251.9568,39,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDK40,7.035,0.0,263.291,1998,,1,525.982,26,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDU11,4.785,0.09297084,122.0098,2009,2.0,1,2048.6666,15,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDP33,,0.088839949,254.2672,1985,2.0,1,10993.6896,39,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDN49,17.25,0.209600084,40.348,1998,,1,39.948,26,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDR15,9.3,0.033505804,153.4314,2002,,2,2482.1024,22,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDO38,17.25,0.072986772,78.8986,2002,,2,1635.8706,22,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
DRC24,17.85,0.024961677,153.1998,2007,,2,3383.5956,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
NCU17,,0.092433518,101.6674,1985,2.0,1,1426.1436,39,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
FDK22,9.8,0.026081567,217.585,2004,1.0,2,4327.7,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
DRP35,18.85,0.09079168,127.1336,1987,3.0,1,3579.3408,37,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
NCL29,9.695,0.113917889,158.2604,2004,1.0,2,2693.8268,20,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
FDG53,10.0,0.045928229,138.118,1999,2.0,3,1957.452,25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
